query_idx,recall@10,mrr@10,ndcg@10
0,0.0002424420376957049,0.7783494422340577,0.5756283420280692
1,0.0020000901161938245,0.7921566625269707,0.6309276246309403
2,0.003821196075351401,0.7791838788830445,0.6106543287724152
3,0.0,0.7017948389682966,0.5538396285111827
4,0.008686969616858203,0.822415236190255,0.6820192672768939
5,0.018045184476229936,0.9815107056286704,0.8656185315401942
6,0.0247492019558543,1.0,0.9414114184788973
7,0.0,0.541023669233123,0.4293430754956845
8,0.009119657134845232,0.902207281962726,0.7579888075072703
9,0.024019989297721686,1.0,0.9237194530546867
10,0.013869046195849107,0.9483080920734921,0.7370804065889034
11,0.0,0.7721142088137563,0.5698351340481943
12,0.008039577641337958,0.8678193617440364,0.7129749239392927
13,0.0,0.6849207090560103,0.47138325005908904
14,0.02052790231420694,1.0,0.8466704648373699
15,0.009748138083344942,0.9022710744495301,0.6913134079188167
16,0.01106369620010094,0.9168161282893846,0.786362028900431
17,0.009632506720391367,0.9190150686843217,0.7271151880658351
18,0.0,0.7778396360842915,0.6237897824537472
19,0.01736197881788959,0.9576836866475276,0.8430602083941449
20,0.0,0.6529571617273517,0.497597109273879
21,0.0,0.6814342683402883,0.493908648985058
22,0.0,0.599853635817705,0.4763269860984315
23,0.0,0.618087068287102,0.4921501010322498
24,0.0,0.62917696736493,0.48182412058791324
25,0.012770317770541557,0.9560085119985582,0.7733849502024025
26,0.01853511390959538,0.9950979755790774,0.8564764405885182
27,0.0,0.5669684892736162,0.4462142428070095
28,0.023430908637392757,1.0,0.9096050464500622
29,0.0020382398580454345,0.7577090522847487,0.5812129541036106
30,0.009937190169818387,0.8881313840834247,0.8005695378229822
31,0.0,0.8088581558950778,0.5471636941729887
32,0.0,0.5747470411653159,0.39437531900046446
33,0.0,0.7422714191415767,0.5960053638485918
34,0.023270114722917734,1.0,0.9771686945754217
35,0.010684149966619306,0.9215580156542723,0.7200338401291391
36,0.009463353601539565,0.9296881776261012,0.7165199639529739
37,0.0025978720409439867,0.7941388279523087,0.6003899167930941
38,0.0,0.6961941000790098,0.5387658511760123
39,0.032307093508648806,1.0,1.0
40,0.0,0.7648645605898502,0.5327883770103997
41,0.004972097498136635,0.8030892709386644,0.638022651336093
42,0.009454463369641251,0.8893886579558574,0.7483078162289577
43,0.008228109261088211,0.9078136040645883,0.8038729300145824
44,0.0006354936582998304,0.772143225628908,0.5558631210245807
45,0.012116660715801874,0.9149515746043573,0.7464234801426826
46,0.003059143010153074,0.7474656773627648,0.5802562042070368
47,0.008100083621077322,0.8071612752376627,0.6611476380726964
48,0.0,0.5887411090074934,0.47096836055232333
49,0.005609139689675242,0.7999858495358406,0.7142640003186327
